34,,,,,
0,0,551,1373,275.5,686.5
551,0,1102,1373,275.5,686.5
1102,0,1653,1373,275.5,686.5
1653,0,2204,1373,275.5,686.5
2204,0,2755,1373,275.5,686.5
2755,0,3306,1373,275.5,686.5
3306,0,3857,1373,275.5,686.5
3857,0,4408,1373,275.5,686.5
4408,0,4959,1373,275.5,686.5
4959,0,5510,1373,275.5,686.5
5510,0,6061,1373,275.5,686.5
6061,0,6612,1373,275.5,686.5
6612,0,7163,1373,275.5,686.5
7163,0,7714,1373,275.5,686.5
7714,0,8265,1373,275.5,686.5
8265,0,8816,1373,275.5,686.5
8816,0,9367,1373,275.5,686.5
0,1373,551,2746,275.5,686.5
551,1373,1102,2746,275.5,686.5
1102,1373,1653,2746,275.5,686.5
1653,1373,2204,2746,275.5,686.5
2204,1373,2755,2746,275.5,686.5
2755,1373,3306,2746,275.5,686.5
3306,1373,3857,2746,275.5,686.5
3857,1373,4408,2746,275.5,686.5
4408,1373,4959,2746,275.5,686.5
4959,1373,5510,2746,275.5,686.5
5510,1373,6061,2746,275.5,686.5
6061,1373,6612,2746,275.5,686.5
6612,1373,7163,2746,275.5,686.5
7163,1373,7714,2746,275.5,686.5
7714,1373,8265,2746,275.5,686.5
8265,1373,8816,2746,275.5,686.5
8816,1373,9367,2746,275.5,686.5
