34,,,,,
0,0,551,1374,275.5,687
551,0,1102,1374,275.5,687
1102,0,1653,1374,275.5,687
1653,0,2204,1374,275.5,687
2204,0,2755,1374,275.5,687
2755,0,3306,1374,275.5,687
3306,0,3857,1374,275.5,687
3857,0,4408,1374,275.5,687
4408,0,4959,1374,275.5,687
4959,0,5510,1374,275.5,687
5510,0,6061,1374,275.5,687
6061,0,6612,1374,275.5,687
6612,0,7163,1374,275.5,687
7163,0,7714,1374,275.5,687
7714,0,8265,1374,275.5,687
8265,0,8816,1374,275.5,687
8816,0,9367,1374,275.5,687
9367,0,9918,1374,275.5,687
0,1374,551,2748,275.5,687
551,1374,1102,2748,275.5,687
1102,1374,1653,2748,275.5,687
1653,1374,2204,2748,275.5,687
2204,1374,2755,2748,275.5,687
2755,1374,3306,2748,275.5,687
3306,1374,3857,2748,275.5,687
3857,1374,4408,2748,275.5,687
4408,1374,4959,2748,275.5,687
4959,1374,5510,2748,275.5,687
5510,1374,6061,2748,275.5,687
6061,1374,6612,2748,275.5,687
6612,1374,7163,2748,275.5,687
7163,1374,7714,2748,275.5,687
7714,1374,8265,2748,275.5,687
8265,1374,8816,2748,275.5,687
